"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","more_than_50percent_vaccinated","cancer_at_least_one_vaccine_count","cancer_at_least_one_vaccine proportion","cancer_unvaccinated_count","cancer_unvaccinated_proportion","non_cancer_at_least_one_vaccine_count","non_cancer_at_least_one_vaccine proportion","non_cancer_unvaccinated_count","non_cancer_unvaccinated_proportion","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Cancer Age (spread)","Cancer Sex (% male)","Cancer Total number","Control (non-cancer) Age (measure of centre) e.g. mean/median","Control (non-cancer) Age (centre)","Control (non-cancer) Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Control (non-cancer) Age (spread)","Control (non-cancer) Sex (% male)","Control (non-cancer) Total number","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model","Smoking Percentage (cancer)","Smoking Percentage (control)","Hypertension Percentage (cancer)","Hypertension Percentage (control)","Diabetes Mellitus (DM) Percentage (cancer)","Diabetes Mellitus (DM) Percentage (control)","Cardiovascular Disease (CVD) Percentage (cancer)","Cardiovascular Disease (CVD) Percentage (control)","Cerebrovascular Disease Percentage (cancer)","Cerebrovascular Disease Percentage (control)","Chronic Liver Disease Percentage (cancer)","Chronic Liver Disease Percentage (control)","Chronic Kidney Disease Percentage (cancer)","Chronic Kidney Disease Percentage (control)","Chronic Lung Disease Percentage (cancer)","Chronic Lung Disease Percentage (control)","Immunodeficiency/ Immunosuppression Percentage (cancer)","Immunodeficiency/ Immunosuppression Percentage (control)","Autoimmune Disease Percentage (cancer)","Autoimmune Disease Percentage (control)","Others: Please Specify Percentage (cancer)","Others: Please Specify Percentage (control)","Notes Percentage (cancer)","Notes Percentage (control)"
"37","62182","Sng 2020","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",38490,30218,"","",NA,NA,NA,NA,NA,NA,"","",320,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","71","iqr","62-80","66","94","median","70.5","iqr","60-80","67","226","radiotherapy","5","8.62","NANA","[mortality]","mHR","1.94","0.45-8.4","0.38","0.400 (2/5)","0.341 (77/226)",0.4,2,5,0.341,77,226,0.847001648019692,"multivariate","7","6","39","54","26","32","19","26","13","16","3","2","13","12","15","21","4","6",NA,NA,"","","",""
"38","62182","Sng 2020","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",38490,30218,"","",NA,NA,NA,NA,NA,NA,"","",320,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","71","iqr","62-80","66","94","median","70.5","iqr","60-80","67","226","Chemotherapy","15","25.9",NA,"[mortality]","mHR","2.04","0.84-4.9","0.11","0.467 (7/15)","0.341 (77/226)",0.467,7,15,0.341,77,226,0.47637758267144,"multivariate","7","6","39","54","26","32","19","26","13","16","3","2","13","12","15","21","4","6",NA,NA,"","","",""
"39","62182","Sng 2020","2020-03-01","2020-05-31","LAPIS, Outbreak","Early-clades",38490,30218,"","",NA,NA,NA,NA,NA,NA,"","",320,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"median","71","iqr","62-80","66","94","median","70.5","iqr","60-80","67","226","surgery","3","5.17","NANA","[mortality]","mHR","1.4","0.18-10.8","0.75","0.333 (1/3)","0.341 (77/226)",0.333,1,3,0.341,77,226,1.16221561041031,"multivariate","7","6","39","54","26","32","19","26","13","16","3","2","13","12","15","21","4","6",NA,NA,"","","",""
"40","65844","Bertuzzi 2021","2020-02-27","2020-05-20","LAPIS, Outbreak","Early-clades",117,1281,"","",NA,NA,NA,NA,NA,NA,"","",557,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Mean","71","95%CI","67-74","67.4","46","Mean","65","95%CI","64-66","67.3","511","Total (OF ALL CANCERS)","46",NA,NA,"[mortality]","uHR","2.79","1.76-4.42","<0.001","0.500 (23/46)","0.202 (103/511)",0.5,23,46,0.202,103,511,0.277277976642308,"univariate","19.6","8.0","45.7","51.6","26.1","24.5","","","","","","","","","","","","",NA,NA,"26.7 (dyslipidemia); 28.9 (Coronary Artery Disease)","23.3 (dyslipidemia); 24.4 (Coronary Artery Disease)","",""
"41","65844","Bertuzzi 2021","2020-02-27","2020-05-20","LAPIS, Outbreak","Early-clades",117,1281,"","",NA,NA,NA,NA,NA,NA,"","",557,"100","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Mean","71","95%CI","67-74","67.4","46","Mean","65","95%CI","64-66","67.3","511","Total (OF ALL CANCERS)","46",NA,NA,"[mortality]","mHR","2.26","1.39-3.657","<0.001","0.500 (23/46)","0.202 (103/511)",0.5,23,46,0.202,103,511,0.277277976642308,"multivariate","19.6","8.0","45.7","51.6","26.1","24.5","","","","","","","","","","","","",NA,NA,"26.7 (dyslipidemia); 28.9 (Coronary Artery Disease)","23.3 (dyslipidemia); 24.4 (Coronary Artery Disease)","",""
"42","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[ICU]","aOR (recent treatment)","1.69 (Recent treatment)","1.54-1.87 (Recent treatment)","<0.001 (Recent treatment)","0.137 (589/4296) (Recent treatment)","0.033 (16270/493020)",0.137,589,4296,0.033,16270,493020,0.0446548840964083,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"43","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[mortality]","aOR (No recent treatment)","0.93 (No recent treatment)","0.84-1.02 (No recent treatment)","0.12 (No recent treatment)","0.049 (No recent treatment)","0.016 (7888/493020)",0.049,NA,NA,0.016,7888,493020,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"44","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[ICU]","aOR (No recent treatment)","0.98 (No recent treatment)","0.91-1.06 (No recent treatment)","0.61 (No recent treatment)","0.075 (749/9991) (No recent treatment)","0.033 (16270/493020)",0.075,749,9991,0.033,16270,493020,0.0387129783922319,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"45","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[severe disease]","aOR (recent treatment)","1.00 (recent treatment)","0.88-1.13 (recent treatment)","0.94 (recent treatment)","0.073 (314/4296) (recent treatment)","0.022 (10846/493020)",0.073,314,4296,0.022,10846,493020,0.0592597355255075,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"46","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[mortality]","aOR (recent treatment)","1.74 (Recent treatment)","1.54-1.96 (Recent treatment)","<0.001 (Recent treatment)","0.087 (Recent treatment)","0.016 (7888/493020)",0.087,NA,NA,0.016,7888,493020,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"47","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[severe disease]","aOR (No recent treatment)","0.61 (No recent treatment)","0.54-0.68 (No recent treatment)","<0.001 (No recent treatment)","0.038 (380/9991) (No recent treatment)","0.022 (10846/493020)",0.038,380,9991,0.022,10846,493020,0.0531591688524458,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"48","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[hospitalisation]","aOR (No recent treatment)","0.79","0.75-0.83","<0.001","0.251 (2508/9991)","0.146 (71981/493020)",0.251,2508,9991,0.146,71981,493020,0.0226877727921603,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"49","66861","Chavez-MacGregor 2022","2020-01-01","2021-01-28","LAPIS, Outbreak","Early-clades",153103,159239,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","With recent cancer treatment: 66; Without recent cancer treatment: 68","IQR","With recent cancer treatment: 57-75; Without recent cancer treatment: 59-77","47.9","14287","Median","48","IQR","32-61","44.5","493020","Total (OF ALL CANCERS)","14287",NA,"No recent treatment;Recent treatmentNo recent treatment;recent treatment","[hospitalisation]","aOR (recent treatment)","1.19","1.11-1.27","<0.001","0.357 (1534/4296)","0.016 (7888/493020)",0.357,1534,4296,0.016,7888,493020,0.0318350171928008,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"10.8 (Severe obesity (BMI ≥40))","10.2 (Severe obesity (BMI ≥40))","",""
"50","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Breast","34",NA,"Breast","[hospitalisation]","uOR","1.82","0.84-3.95","0.131","0.357 (10/28)","0.234 (4685/20047)",0.357,10,28,0.234,4685,20047,0.368751428012948,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"51","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Lower GI (colorectal, small bowel)","34 (colorectal)",NA,"Colorectal","[mortality]","uOR","5.10","2.52-10.32","7.996E-06","0.353 (12/34)","0.097 (2008/20777)",0.353,12,34,0.097,2008,20777,0.336587635172851,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"52","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Other","129",NA,"Others","[hospitalisation]","uOR","3.92","2.65-5.81","3.303E-11","0.545 (55/101)","0.234 (4685/20047)",0.545,55,101,0.234,4685,20047,0.168363114214874,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"53","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Lower GI (colorectal, small bowel)","34 (colorectal)",NA,"Colorectal","[ICU]","uOR","4.71","1.82-12.20","0.0015","0.147 (5/34)","0.035 (734/20777)",0.147,5,34,0.035,734,20777,0.480439686818184,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"54","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Thoracic (lung, mesothelioma)","23 (lung)",NA,"Lung","[hospitalisation]","uOR","9.18","3.31-25.50","2.663E-05","0.737 (14/19)","0.234 (4685/20047)",0.737,14,19,0.234,4685,20047,0.352595349264908,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"55","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Thoracic (lung, mesothelioma)","23 (lung)",NA,"Lung","[ICU]","uOR","1.24","0.17-9.22","0.845","0.001 (1/23)","0.035 (734/20777)",0.001,1,23,0.035,734,20777,1.02219801840624,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"56","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Other","129",NA,"Others","[ICU]","uOR","1.33","0.59-3.03","0.508","0.047 (6/129)","0.035 (734/20777)",0.047,6,129,0.035,734,20777,0.419319845243742,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"57","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Other","129",NA,"Others","[mortality]","uOR","4.35","3.00-6.33","7.188e-14","0.318 (41/129)","0.097 (2008/20777)",0.318,41,129,0.097,2008,20777,0.180799115039238,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"58","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Haematological","41",NA,NA,"[hospitalisation]","uOR","8.53","4.11-17.69","1.790E-08","0.722 (26/36)","0.234 (4685/20047)",0.722,26,36,0.234,4685,20047,0.257881069849299,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"59","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Haematological","41",NA,NA,"[ICU]","uOR","1.40","0.34-5.81","0.659","0.049 (2/41)","0.035 (734/20777)",0.049,2,41,0.035,734,20777,0.725121211844276,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"60","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Breast","34",NA,"Breast","[ICU]","calculatedOR","0",NA,NA,"0.000 (0/34)","0.035 (734/20777)",0,0,34,0.035,734,20777,Inf,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"61","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Breast","34",NA,"Breast","[mortality]","uOR","1.61","0.62-4.17","0.333","0.147 (5/34)","0.097 (2008/20777)",0.147,5,34,0.097,2008,20777,0.479539260976533,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"62","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Total (OF ALL CANCERS)","324",NA,NA,"[mortality]","mOR","3.013","2.290-3.949","NR","0.324 (105/324)","0.097 (2008/20777)",0.324,105,324,0.097,2008,20777,0.114701209186881,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"63","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Urology (ureter, bladder, prostate)","63 (prostate, urology)",NA,"Urinary Bladder+Prostate","[hospitalisation]","uOR","3.17","1.90-5.29","1.293E-05","0.492 (29/59)","0.234 (4685/20047)",0.492,29,59,0.234,4685,20047,0.227365874990873,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"64","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Urology (ureter, bladder, prostate)","63 (prostate, urology)",NA,"Urinary Bladder+Prostate","[ICU]","uOR","1.85","0.67-5.11","0.240","0.063 (4/63)","0.035 (734/20777)",0.063,4,63,0.035,734,20777,0.516994723219772,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"65","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Urology (ureter, bladder, prostate)","63 (prostate, urology)",NA,"Urinary Bladder+Prostate","[mortality]","uOR","3.74","2.16-6.47","3.482E-06","0.286 (18/63)","0.097 (2008/20777)",0.286,18,63,0.097,2008,20777,0.26828102717227,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"66","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Lower GI (colorectal, small bowel)","34 (colorectal)",NA,"Colorectal","[hospitalisation]","uOR","3.53","1.66-7.52","0.0011","0.519 (14/27)","0.234 (4685/20047)",0.519,14,27,0.234,4685,20047,0.329740713914601,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"67","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Thoracic (lung, mesothelioma)","23 (lung)",NA,"Lung","[mortality]","uOR","7.19","3.15-16.42","3.987E-06","0.435 (10/23)","0.097 (2008/20777)",0.435,10,23,0.097,2008,20777,0.379505466339553,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"68","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Total (OF ALL CANCERS)","324",NA,NA,"[hospitalisation]","uOR","4.22","3.30-5.40","<0.001","0.562 (198/263)","0.234 (4685/20047)",0.562,198,263,0.234,4685,20047,0.0954783554876651,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"69","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Haematological","41",NA,NA,"[mortality]","uOR","8.07","4.36-14.94","9.317E-11","0.463 (19/41)","0.097 (2008/20777)",0.463,19,41,0.097,2008,20777,0.2785102528846,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"70","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Total (OF ALL CANCERS)","324",NA,NA,"[hospitalisation]","mOR","2.883","2.215-3.762","NR","0.562 (198/263)","0.234 (4685/20047)",0.562,198,263,0.234,4685,20047,0.0954783554876651,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"71","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Total (OF ALL CANCERS)","324",NA,NA,"[ICU]","mOR","1.049","0.621-1.664","NR","0.056 (18/324)","0.035 (734/20777)",0.056,18,324,0.035,734,20777,0.245056122699913,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"72","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Total (OF ALL CANCERS)","324",NA,NA,"[mortality]","uOR","4.48","3.535-5.681","<0.001","0.324 (105/324)","0.097 (2008/20777)",0.324,105,324,0.097,2008,20777,0.114701209186881,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"73","67122","Rugge 2022","2020-02-22","2020-07-31","LAPIS, Outbreak","Early-clades",150,1577,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Median","73","IQR","62-82.25","53.4","324","Median","51","IQR","36-66","40.1","20777","Total (OF ALL CANCERS)","324",NA,NA,"[ICU]","uOR","1.61","0.993-2.599","0.053","0.056 (18/324)","0.035 (734/20777)",0.056,18,324,0.035,734,20777,0.245056122699913,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"74","67144","Alpert 2021","2020-03-01","2020-05-27","LAPIS, Outbreak","Early-clades",27006,25219,"","",NA,NA,NA,NA,NA,NA,"","",5556,"","",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Mean","69.2","SE","0.7","59.4","421","Mean ","63.8","SE","0.2","56.6","5135","Total (OF ALL CANCERS)","421",NA,"the paper did not specify severity, but specified sepsis which I have included in the severity column   unspecified = multiple sites","[ICU]","mOR","1.04","0.80-1.34","1.0","82/421","913/5135",0.194774346793349,82,421,0.177799415774099,913,5135,0.125938282829901,"multivariate","","","53","32.7","33","22.2","42","25.3","","","6.2","2.1","16.6","11","15.2","8.3","","",NA,NA,"10.2","7.6","Others = Obesity","Others = Obesity"
