"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","vaccinated Total number of patients","vaccinated Percentage","vaccinated Comment","unvaccinated Total number of patients","unvaccinated Percentage","unvaccinated Comment","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Sex (% male)","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model"
"56","61946","Duarte 2020","2020-01-01","2020-10-28","LAPIS, Outbreak","Early-clades",144,7454,"","",NA,NA,NA,NA,NA,"","","","38899(non-matched);927 (pair matched)","100;100","","",NA,NA,"",NA,"","NA","age ranges","non-pair matched: <50 (121); 50-64 (172); 65-79 (1220); >80 (16)   pair matched: <50 (49); 50-64 (99); 65-79 (89); >80 (9) ","non-pair matched: 43.2%;pair matched: 49.6% ","Unknown","431 (non-matched); 426 (pair-matched)",NA,"NA","[severe]","calculatedOR","1.03372954615622",NA,NA,"59/246 pair-matched","158/681 pair-matched",0.239837398373984,59,246,0.23201174743025,158,681,0.169740201184145,"univariate"
"57","62120","Brar 2020","2020-03-03","2020-06-14","LAPIS, Outbreak","Early-clades",28131,38749,"","",NA,NA,NA,NA,NA,"","","","585","100","","",NA,NA,"",NA,"","NA","Median","72.5","54.70%","Total (OF ALL CANCERS)","117",NA,NA,"[mortality]","uHR","0.74","0.53-1.03",">.05","29/117","100/468",0.247863247863248,29,117,0.213675213675214,100,468,0.234875540030141,"univariate"
"58","62120","Brar 2020","2020-03-03","2020-06-14","LAPIS, Outbreak","Early-clades",28131,38749,"","",NA,NA,NA,NA,NA,"","","","585","100","","",NA,NA,"",NA,"","NA","Median","72.5","54.70%","Total (OF ALL CANCERS)","117",NA,NA,"[severe disease]","mHR","0.8","0.57-1.13",">.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate"
"59","62120","Brar 2020","2020-03-03","2020-06-14","LAPIS, Outbreak","Early-clades",28131,38749,"","",NA,NA,NA,NA,NA,"","","","585","100","","",NA,NA,"",NA,"","NA","Median","72.5","54.70%","Total (OF ALL CANCERS)","117",NA,NA,"[mortality]","mHR","0.98","0.58-1.67","0.894","0.248","0.214",0.248,NA,NA,0.214,NA,NA,NA,"multivariate"
"60","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Targeted therapy (RTK inhibitor/mAb against receptors)","2","3.45",NA,"[mortality]","mHR","3.44","0.44-27.2","0.24","0.500 (1/2)","0.341 (77/226)",0.5,1,2,0.341,77,226,1.23183269633018,"multivariate"
"61","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","M1/Stage IV: metastatic disease","19",NA,NA,"[mortality]","uHR","1.13","0.54-2.37","0.75","0.474 (9/19)","0.341 (77/226)",0.474,9,19,0.341,77,226,0.425622463935533,"univariate"
"62","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Thoracic (lung, mesothelioma)","15",NA,NA,"[mortality]","aHR","0.7","0.28-1.79","0.46","0.333 (5/15)",NA,0.333,5,15,NA,NA,NA,NA,"multivariate"
"63","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Total (OF ALL CANCERS)","58",NA,"total = active cancer only, subtypes include active and non-active","[mortality]","aHR","1.64","1.03-2.6","0.04","0.448 (26/58)",NA,0.448,26,58,NA,NA,NA,NA,"multivariate"
"64","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Urology (ureter, bladder, prostate)","24",NA,NA,"[mortality]","aHR","1.65","0.85-3.19","0.14","0.542 (13/24)",NA,0.542,13,24,NA,NA,NA,NA,"multivariate"
"65","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","radiotherapy","5","8.62",NA,"[mortality]","mHR","1.94","0.45-8.4","0.38","0.400 (2/5)","0.341 (77/226)",0.4,2,5,0.341,77,226,0.847001648019692,"multivariate"
"66","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","surgery","3","5.17","NA","[mortality]","mHR","1.4","0.18-10.8","0.75","0.333 (1/3)","0.341 (77/226)",0.333,1,3,0.341,77,226,1.16221561041031,"multivariate"
"67","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","M0/Stage I-III: No metastasis","58",NA,"NA","[mortality]","calculatedOR","1.31378299120235",NA,NA,"0.448 (26/58)","0.341 (77/226)",0.448,26,58,0.341,77,226,0.270397317886029,"univariate"
"68","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Chemotherapy","15","25.9",NA,"[mortality]","mHR","2.04","0.84-4.9","0.11","0.467 (7/15)","0.341 (77/226)",0.467,7,15,0.341,77,226,0.47637758267144,"multivariate"
"69","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Hormonal therapy","8","13.8","NANA","[mortality]","mHR","1.94","0.74-5.1","0.18","0.625 (5/8)","0.341 (77/226)",0.625,5,8,0.341,77,226,0.585159629287663,"multivariate"
"70","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Breast","8",NA,NA,"[mortality]","aHR","1.56","0.55-4.38","0.4","0.500 (4/8)",NA,0.5,4,8,NA,NA,NA,NA,"multivariate"
"71","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","9",NA,"NANA","[mortality]","aHR","0.6","0.19-1.96","0.4","0.333 (3/9)",NA,0.333,3,9,NA,NA,NA,NA,"multivariate"
"72","62182","Christopher 2020","2020-03-01","2020-06-30","LAPIS, Outbreak","Early-clades",40292,36539,"","",NA,NA,NA,NA,NA,"","","","320","100","","",NA,NA,"",NA,"","NA","median","71","66","immunotherapy (immune checkpoint inhibitors/CAR-T)","4","6.9","NA","[mortality]","mHR","1.7","0.39-7.3","0.48","0.500 (2/4)","0.341 (77/226)",0.5,2,4,0.341,77,226,0.876020428841745,"multivariate"
"73","62340","Westblade 2020","2020-03-15","2020-06-13","LAPIS, Outbreak","Early-clades",26040,35232,"","",NA,NA,NA,NA,NA,"","","","100","100","","",NA,NA,"",NA,"","NA","Median","72","53","Total (OF ALL CANCERS)","100",NA,"includes patients with Ct value >30","[mortality]","cOR","1.294","0.8368-2.0009","0.2465","0.300 (30/100)","0.249 (725/2914)",0.3,30,100,0.249,725,2914,0.212263549808413,"univariate"
"74","62340","Westblade 2020","2020-03-15","2020-06-13","LAPIS, Outbreak","Early-clades",26040,35232,"","",NA,NA,NA,NA,NA,"","","","100","100","","",NA,NA,"",NA,"","NA","Median","72","53","Total (OF ALL CANCERS)","100",NA,"includes patients with Ct value >30","[hospitalisation]","ICU admission defined as those requiring intubation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"manualclarificationrequired"
"75","62340","Westblade 2020","2020-03-15","2020-06-13","LAPIS, Outbreak","Early-clades",26040,35232,"","",NA,NA,NA,NA,NA,"","","","100","100","","",NA,NA,"",NA,"","NA","Median","72","53","Haematological","40",NA,NA,"[mortality]","cOR","1.294","0.6546-2.5579","0.4585","0.300 (12/40)","0.249 (725/2914)",0.3,12,40,0.249,725,2914,0.331746612005712,"univariate"
"76","62340","Westblade 2020","2020-03-15","2020-06-13","LAPIS, Outbreak","Early-clades",26040,35232,"","",NA,NA,NA,NA,NA,"","","","100","100","","",NA,NA,"",NA,"","NA","Median","72","53","Total (OF ALL CANCERS)","100",NA,"includes patients with Ct value >30","[ICU]","cOR","0.7688","0.4406-1.3416","0.3547","0.15 (15/100)","0.187 (544/2914)",0.15,15,100,0.187,544,2914,0.280798990133319,"univariate"
"77","62340","Westblade 2020","2020-03-15","2020-06-13","LAPIS, Outbreak","Early-clades",26040,35232,"","",NA,NA,NA,NA,NA,"","","","100","100","","",NA,NA,"",NA,"","NA","Median","72","53","SOLID AGGREGATED [add all solid values]","60",NA,"NA","[mortality]","cOR","1.294","0.7402-2.2620","0.3658","0.300 (18/60)","0.249 (725/2914)",0.3,18,60,0.249,725,2914,0.271927754129948,"univariate"
"78","63774","Rüthrich 2021","2020-03-16","2020-09-30","LAPIS, Outbreak","Early-clades",450,4456,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Age ranges ","<18: 5/435; 18-25: 1/435; 26-35: 4/435; 36-45: 13/435; 46-55: 36/435; 56-65: 72/435; 66-75: 108/435; 76-85: 158/435; >85: 8/435","59.5","Total (OF ALL CANCERS)","197",NA,"I calculated crude OR, CI and p-value for mortality attributed to covid-19 in *active* cancer patients vs. non-cancer patients","[mortality]","cOR","2.22","1.59 - 3.10","0.0000044","52/197","367/2636",0.263959390862944,52,197,0.139226100151745,367,2636,0.165562887368483,"univariate"
"79","64534","Monari 2021","2020-02-28","2020-06-30","LAPIS, Outbreak","Early-clades",135,1841,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","72","76.5","Total (OF ALL CANCERS)","17",NA,"mORs presented are for severity","[mortality]","uOR","7.3","2.68-19.90","<0.001","0.529 (9/17)","0.134 (45/337)",0.529,9,17,0.134,45,337,0.441728674409465,"univariate"
"80","64534","Monari 2021","2020-02-28","2020-06-30","LAPIS, Outbreak","Early-clades",135,1841,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","72","76.5","Total (OF ALL CANCERS)","17",NA,"mORs presented are for severity","[severe disease]","mOR","5.33","1.72-16.53","<0.001","0.647","0.217",0.647,NA,NA,0.217,NA,NA,NA,"multivariate"
"81","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Total (OF ALL CANCERS)","64",NA,NA,"[mortality]","uOR","3.66","1.56-8.57","0.0028","0.2969(19/64)","0.075(9/120),0.075(9/120),",0.2969,19,64,0.075,9,120,0.433244761528415,"univariate"
"82","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Total (OF ALL CANCERS)","64",NA,NA,"[mortality]","aOR (MV regress)","2.59","1.47-5.26","0.001","0.2969(19/64)","0.075(9/120),0.075(9/120),",0.2969,19,64,0.075,9,120,0.433244761528415,"multivariate"
"83","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Total (OF ALL CANCERS)","64",NA,NA,"[severe disease]","aOR (MV regress)","2.26","1.77-4.61","0.01","0.375",NA,0.375,NA,NA,NA,NA,NA,NA,"multivariate"
"84","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Upper GI (gastric, oesophageal)","4",NA,"NA","[mortality]","uOR","12.33","1.55-98.17","0.0033","0.5","0.0917",0.5,NA,NA,0.0917,NA,NA,NA,"univariate"
"85","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Breast","16",NA,NA,"[mortality]","uOR","1.76","0.35-8.99","0.49","0.125","0.0917",0.125,NA,NA,0.0917,NA,NA,NA,"univariate"
"86","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","M0/Stage I-III: No metastasis","43",NA,"NA","[mortality]","uOR","3.74","1.40-9.97","0.0057","0.233","0.0917",0.233,NA,NA,0.0917,NA,NA,NA,"univariate"
"87","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","M1/Stage IV: metastatic disease","21",NA,NA,"[mortality]","uOR","9.25","3.08-27.77","7.49E-06","0.429","0.0917",0.429,NA,NA,0.0917,NA,NA,NA,"univariate"
"88","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","surgery","10","15.6","NA","[mortality]","NR (0 value)","0",NA,NA,"0 (0/10)","0.0917",0,0,10,0.0917,NA,NA,NA,"manualclarificationrequired"
"89","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Head and neck","6",NA,"NA","[mortality]","NA (0 value)",NA,NA,NA,"0","0.0917",NA,NA,NA,0.0917,NA,NA,NA,"manualclarificationrequired"
"90","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Urology (ureter, bladder, prostate)","6",NA,NA,"[mortality]","NA (0 value)",NA,NA,NA,"0","0.0917",NA,NA,NA,0.0917,NA,NA,NA,"manualclarificationrequired"
"91","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","5",NA,"NANA","[mortality]","uOR","18.5","2.73-125.41","9.40E-05","0.6","0.0917",0.6,NA,NA,0.0917,NA,NA,NA,"univariate"
"92","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Haematological","3",NA,NA,"[mortality]","uOR","6.17","0.51-74.73","0.11","1","0.0917",NA,NA,NA,0.0917,NA,NA,NA,"univariate"
"93","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Thoracic (lung, mesothelioma)","9",NA,NA,"[mortality]","uOR","43.17","7.79-239.15","6.90E-10","0.778","0.0917",0.778,NA,NA,0.0917,NA,NA,NA,"univariate"
"94","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Hepatobiliary (liver, pancreas, gall bladder)","3",NA,"NA","[mortality]","NA (0 value)",NA,NA,NA,"0","0.0917",NA,NA,NA,0.0917,NA,NA,NA,"manualclarificationrequired"
"95","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Lower GI (colorectal, small bowel)","12",NA,NA,"[mortality]","uOR","2.47","0.47-13.02","0.27","0.167","0.0917",0.167,NA,NA,0.0917,NA,NA,NA,"univariate"
"96","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","SOLID AGGREGATED [add all solid values]","61",NA,"NA","[mortality]","uOR","4.39","1.81-10.65","5.60E-04","0.262","0.0917",0.262,NA,NA,0.0917,NA,NA,NA,"univariate"
"97","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Total (OF ALL CANCERS)","64",NA,NA,"[ICU]","aOR (MV regress)","4.22","3.17-6.26","0.001","0.2031","0.05",0.2031,NA,NA,0.05,NA,NA,NA,"multivariate"
"98","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","Chemotherapy","33","51.6",NA,"[mortality]","uOR","11.89","4.72-29.96","2.55E-07","0.545 (18/33)","0.0917",0.545,18,33,0.0917,NA,NA,NA,"univariate"
"99","65461","Al-Mozaini 2021","2020-06-30","2020-09-06","LAPIS, Outbreak","Early-clades",506,505,"","",NA,NA,NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","NA","Median","55","75","radiotherapy","5","7.8",NA,"[mortality]","NR (0 value)","0",NA,NA,"0 (0/5)","0.0917",0,0,5,0.0917,NA,NA,NA,"manualclarificationrequired"
"100","65844","Bertuzzi 2021","2020-02-27","2020-06-19","LAPIS, Outbreak","Early-clades",120,1786,"","",NA,NA,NA,NA,NA,"","","","557","100","","",NA,NA,"",NA,"","NA","Mean","71","67.4","Total (OF ALL CANCERS)","46",NA,NA,"[mortality]","uHR","2.79","1.76-4.42","<0.001","0.500 (23/46)","0.202 (103/511)",0.5,23,46,0.202,103,511,0.277277976642308,"univariate"
"101","65844","Bertuzzi 2021","2020-02-27","2020-06-19","LAPIS, Outbreak","Early-clades",120,1786,"","",NA,NA,NA,NA,NA,"","","","557","100","","",NA,NA,"",NA,"","NA","Mean","71","67.4","Total (OF ALL CANCERS)","46",NA,NA,"[mortality]","mHR","2.26","1.39-3.657","<0.001","0.500 (23/46)","0.202 (103/511)",0.5,23,46,0.202,103,511,0.277277976642308,"multivariate"
"102","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Total (OF ALL CANCERS)",NA,NA,NA,"[mortality]","mOR model 2 propensity score 2","1.115","0.277-4.485","0.878","0.245 (12/49)","0.253 (124/490)",0.245,12,49,0.253,124,490,0.337411957485508,"univariate"
"103","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Urology (ureter, bladder, prostate)","11",NA,"Bladder","[mortality]",NA,NA,NA,NA,"0.500 (4/8)",NA,0.5,4,8,NA,NA,NA,NA,"manualclarificationrequired"
"104","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Chemotherapy","9","9.7","Note that all these therapies are within 40 days","[mortality]","mOR model 1","0.876","0.115 - 6.646","0.898","NA","NA",NA,NA,NA,NA,NA,NA,NA,"multivariate"
"105","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Total (OF ALL CANCERS)",NA,NA,NA,"[mortality]","mOR model 2 propensity score 1","0.716","0.127-4.028","0.704","0.247 (23/93)","0.135 (126/930)",0.247,23,93,0.135,126,930,0.251481064486614,"univariate"
"106","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Upper GI (gastric, oesophageal)","7",NA,"OesophagusNA","[mortality]",NA,NA,NA,NA,"0.667 (2/3)",NA,0.667,2,3,NA,NA,NA,NA,"manualclarificationrequired"
"107","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Chemotherapy","9","9.7","Note that all these therapies are within 40 days","[severe]",NA,NA,NA,NA,"severe 0.444 (4/9)",NA,0.444,4,9,NA,NA,NA,NA,"manualclarificationrequired"
"108","65975","Cai 2021","2020-02-04","2020-04-30","LAPIS, Outbreak","Early-clades",84,480,"","",NA,NA,NA,NA,NA,"","","","93;93;49;93;93;49;93;93;49;93;93;49;93;93;49;93;93;49","100","","",NA,NA,"",NA,"","NA","Median of all; Median of propensity score matching 1; median of propensity score matching 2","65; 65; 65","47.3; 47.3; 59.2","Chemotherapy","9","9.7","Note that all these therapies are within 40 days","[severe]",NA,NA,NA,NA,"critical 0.556 (5/9)",NA,0.556,5,9,NA,NA,NA,NA,"manualclarificationrequired"
